food.description,nutrient_name,nutrient_id,food_nutrient.percent_daily_value,branded_food.brand_owner,food.fdc_id
"FUEL COLD-PRESSED VEGETABLE AND FRUIT JUICE, FUEL","Vitamin C, total ascorbic acid",1162,60.0,"Suja Life, LLC",1121210
"FUEL COLD-PRESSED VEGETABLE AND FRUIT JUICE, FUEL","Vitamin C, total ascorbic acid",1162,60.0,"Suja Life, LLC",1121210
"FUEL VEGETABLE & FRUIT JUICE DRINK, FUEL","Vitamin C, total ascorbic acid",1162,35.0,"Georgia Peach Products, Inc.",1110577
"FUEL VEGETABLE & FRUIT JUICE DRINK, FUEL","Vitamin C, total ascorbic acid",1162,35.0,"Georgia Peach Products, Inc.",1110577
"FUJI & REDS APPLE CHIPS, FUJI & REDS","Fiber, total dietary",1079,14.0,Bare Foods Co.,1115398
"FUJI & REDS APPLE CHIPS, FUJI & REDS","Fiber, total dietary",1079,14.0,Bare Foods Co.,1115398
"FUJI & REDS ORGANIC APPLE CHIPS, FUJI & REDS","Fiber, total dietary",1079,14.0,Bare Foods Co.,1119070
"FUJI & REDS ORGANIC APPLE CHIPS, FUJI & REDS","Fiber, total dietary",1079,14.0,Bare Foods Co.,1119070
"FUJI APPLE 100% COLD PRESSED JUICE, FUJI APPLE","Vitamin C, total ascorbic acid",1162,45.0,"Wegmans Food Markets, Inc. ",1135293
"FUJI APPLE 100% COLD PRESSED JUICE, FUJI APPLE","Vitamin C, total ascorbic acid",1162,45.0,"Wegmans Food Markets, Inc. ",1135293
"FUJI APPLE COLD PRESSED 100% JUICE, FUJI APPLE","Vitamin C, total ascorbic acid",1162,150.0,"Wegmans Food Markets, Inc. ",1135322
"FUJI APPLE COLD PRESSED 100% JUICE, FUJI APPLE","Vitamin C, total ascorbic acid",1162,150.0,"Wegmans Food Markets, Inc. ",1135322
"FUJI APPLE FREEZE DRIED FRUIT CRISPS, FUJI APPLE","Fiber, total dietary",1079,11.0,"Wal-Mart Stores, Inc.",1129648
"FUJI APPLE FREEZE DRIED FRUIT CRISPS, FUJI APPLE","Fiber, total dietary",1079,11.0,"Wal-Mart Stores, Inc.",1129648
FUJI APPLES,"Fiber, total dietary",1079,20.0,"Ahold USA, Inc. ",1132307
FUJI APPLES,"Fiber, total dietary",1079,20.0,"Ahold USA, Inc. ",1132307
"FULLY COOKED BONELESS WYNGZ, HICKORY BBQ",Protein,1003,17.0,The Kroger Co.,1110078
"FULLY COOKED BONELESS WYNGZ, HICKORY BBQ",Protein,1003,17.0,The Kroger Co.,1110078
"FULLY COOKED BREADED WHITE MEAT CHICKEN PATTIES, WHITE MEAT CHICKEN",Protein,1003,18.0,Sam's Club West,1132805
"FULLY COOKED BREADED WHITE MEAT CHICKEN PATTIES, WHITE MEAT CHICKEN",Protein,1003,18.0,Sam's Club West,1132805
FULLY COOKED ELBOW PASTA,"Fiber, total dietary",1079,14.0,The Kroger Co.,1124222
FULLY COOKED ELBOW PASTA,"Fiber, total dietary",1079,14.0,The Kroger Co.,1124222
"FULLY COOKED FLAME GRILLED CHICKEN BREAST FILLETS, CHICKEN BREAST","Vitamin C, total ascorbic acid",1162,140.0,Wayne Farms LLC,1126754
"FULLY COOKED FLAME GRILLED CHICKEN BREAST FILLETS, CHICKEN BREAST","Vitamin C, total ascorbic acid",1162,140.0,Wayne Farms LLC,1126754
FULLY COOKED FUSILLI PASTA,"Fiber, total dietary",1079,14.0,The Kroger Co.,1125779
FULLY COOKED FUSILLI PASTA,"Fiber, total dietary",1079,14.0,The Kroger Co.,1125779
"FULLY COOKED HICKORY SMOKED BONELESS SLICED HAM, HICKORY SMOKED","Vitamin C, total ascorbic acid",1162,15.0,"Meijer, Inc.",1129907
"FULLY COOKED HICKORY SMOKED BONELESS SLICED HAM, HICKORY SMOKED","Vitamin C, total ascorbic acid",1162,15.0,"Meijer, Inc.",1129907
"FULLY COOKED HOMESTYLE BONELESS CHICKEN BITES, HOMESTYLE",Protein,1003,20.0,Sam's Club West,1132897
"FULLY COOKED HOMESTYLE BONELESS CHICKEN BITES, HOMESTYLE",Protein,1003,20.0,Sam's Club West,1132897
FULLY COOKED LOBSTER MEAT,Protein,1003,38.0,Cozy Harbor Seafood Inc,1129554
FULLY COOKED LOBSTER MEAT,Protein,1003,38.0,Cozy Harbor Seafood Inc,1129554
"FULLY COOKED PIQUILLO AND JALAPENO PEPPERS MIX & EAT QUINOA, PIQUILLO AND JALAPENO PEPPERS","Iron, Fe",1089,15.0,"Prana Imports, Inc.",1136820
"FULLY COOKED PIQUILLO AND JALAPENO PEPPERS MIX & EAT QUINOA, PIQUILLO AND JALAPENO PEPPERS","Iron, Fe",1089,15.0,"Prana Imports, Inc.",1136820
"FULLY COOKED PIQUILLO AND JALAPENO PEPPERS MIX & EAT QUINOA, PIQUILLO AND JALAPENO PEPPERS","Fiber, total dietary",1079,18.0,"Prana Imports, Inc.",1136820
"FULLY COOKED PIQUILLO AND JALAPENO PEPPERS MIX & EAT QUINOA, PIQUILLO AND JALAPENO PEPPERS","Fiber, total dietary",1079,18.0,"Prana Imports, Inc.",1136820
"FULLY COOKED TENDERS BREADED CHICKEN BREAST PATTIES WITH RIB MEAT, CHICKEN BREAST",Protein,1003,16.0,"Lunch Money Music, Inc.",1129176
"FULLY COOKED TENDERS BREADED CHICKEN BREAST PATTIES WITH RIB MEAT, CHICKEN BREAST",Protein,1003,16.0,"Lunch Money Music, Inc.",1129176
"FURIKAKE PUFFED QUINOA, SEEDS, SPICES & SEAWEED, FURIKAKE","Fiber, total dietary",1079,11.0,Render Foods LLC,1125978
"FURIKAKE PUFFED QUINOA, SEEDS, SPICES & SEAWEED, FURIKAKE","Fiber, total dietary",1079,11.0,Render Foods LLC,1125978
"FUSILLI GLUTEN FREE PASTA, FUSILLI","Fiber, total dietary",1079,11.0,The Kroger Co.,1109561
"FUSILLI GLUTEN FREE PASTA, FUSILLI","Fiber, total dietary",1079,11.0,The Kroger Co.,1109561
GALA APPLE SLICES,"Fiber, total dietary",1079,13.0,Country Fresh Inc.,1113658
GALA APPLE SLICES,"Vitamin C, total ascorbic acid",1162,310.0,Country Fresh Inc.,1113658
GALA APPLE SLICES,"Vitamin C, total ascorbic acid",1162,310.0,Country Fresh Inc.,1113658
GALA APPLE SLICES,"Fiber, total dietary",1079,13.0,Country Fresh Inc.,1113658
GALA MILDLY SWEET & CRISP APPLES,"Fiber, total dietary",1079,14.0,"Wegmans Food Markets, Inc. ",1127895
GALA MILDLY SWEET & CRISP APPLES,"Fiber, total dietary",1079,14.0,"Wegmans Food Markets, Inc. ",1127895
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO","Iron, Fe",1089,20.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO","Iron, Fe",1089,20.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO",Protein,1003,25.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO",Protein,1003,25.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO","Fiber, total dietary",1079,12.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
"GAMETIME BUFFALO CHICK'N TENDERS, GAMETIME BUFFALO","Fiber, total dietary",1079,12.0,"Dr. Praeger's Sensible Foods, Inc.",1122169
GARAM MASALA ORGANIC SPICES,"Calcium, Ca",1087,50.0,PRIDE OF INDIA,1126845
GARAM MASALA ORGANIC SPICES,"Calcium, Ca",1087,50.0,PRIDE OF INDIA,1126845
"GARAM MASALA ORGANIC SPICES, GARAM MASALA","Calcium, Ca",1087,50.0,PRIDE OF INDIA,1127040
"GARAM MASALA ORGANIC SPICES, GARAM MASALA","Calcium, Ca",1087,50.0,PRIDE OF INDIA,1127040
GARBANZO BEANS,"Fiber, total dietary",1079,16.0,"Manufacturers Sales Solutions, Inc.",1113801
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,"Whole Foods Market, Inc.",1111592
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,"Whole Foods Market, Inc.",1111592
GARBANZO BEANS,"Fiber, total dietary",1079,24.0,"Whole Foods Market, Inc.",1119459
GARBANZO BEANS,"Fiber, total dietary",1079,24.0,"Whole Foods Market, Inc.",1119459
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,"Hy-Vee, Inc.",1122288
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,"Hy-Vee, Inc.",1122288
GARBANZO BEANS,"Fiber, total dietary",1079,25.0,"Big Y Foods, Inc.",1112644
GARBANZO BEANS,"Fiber, total dietary",1079,27.0,"Tops Markets, LLC",1125542
GARBANZO BEANS,"Fiber, total dietary",1079,27.0,"Tops Markets, LLC",1125542
GARBANZO BEANS,"Fiber, total dietary",1079,14.0,The Kroger Co.,1117725
GARBANZO BEANS,"Fiber, total dietary",1079,14.0,The Kroger Co.,1117725
GARBANZO BEANS,"Fiber, total dietary",1079,25.0,"Big Y Foods, Inc.",1112644
GARBANZO BEANS,"Fiber, total dietary",1079,27.0,"Tops Markets, LLC",1125601
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,Seneca Foods Corporation,1112943
GARBANZO BEANS,"Fiber, total dietary",1079,21.0,Seneca Foods Corporation,1112943
GARBANZO BEANS,"Fiber, total dietary",1079,14.0,"Giant Eagle, Inc.",1135569
GARBANZO BEANS,"Fiber, total dietary",1079,14.0,"Giant Eagle, Inc.",1135569
GARBANZO BEANS,"Fiber, total dietary",1079,27.0,"Tops Markets, LLC",1125601
GARBANZO BEANS,"Fiber, total dietary",1079,24.0,"Hy-Vee, Inc.",1118296
GARBANZO BEANS,"Fiber, total dietary",1079,24.0,"Hy-Vee, Inc.",1118296
GARBANZO BEANS,"Fiber, total dietary",1079,16.0,"Manufacturers Sales Solutions, Inc.",1113801
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,21.0,"Faribault Foods, Inc.",1107943
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,20.0,La Preferida Inc,1137078
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,20.0,La Preferida Inc,1137078
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,21.0,"Faribault Foods, Inc.",1109453
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,21.0,"Faribault Foods, Inc.",1109453
GARBANZOS CHICK PEAS,"Fiber, total dietary",1079,21.0,"Faribault Foods, Inc.",1107943
"GARDEN SOUP, CARROT GINGER, CARROT GINGER","Fiber, total dietary",1079,16.0,"Dole Packaged Foods, LLC",1106378
"GARDEN SOUP, CARROT GINGER, CARROT GINGER","Fiber, total dietary",1079,16.0,"Dole Packaged Foods, LLC",1106378
"GARDEN SOUP, CARROT GINGER, CARROT GINGER","Vitamin A, IU",1104,190.0,"Dole Packaged Foods, LLC",1106378
"GARDEN SOUP, CARROT GINGER, CARROT GINGER","Vitamin A, IU",1104,190.0,"Dole Packaged Foods, LLC",1106378
"GARDEN SOUP, SWEET CORN, SWEET CORN","Fiber, total dietary",1079,12.0,"Dole Packaged Foods, LLC",1107718
"GARDEN SOUP, SWEET CORN, SWEET CORN","Fiber, total dietary",1079,12.0,"Dole Packaged Foods, LLC",1107718
GARDEN VEGETABLE SOUP,"Fiber, total dietary",1079,13.0,The Harris Soup Company,1112634
GARDEN VEGETABLE SOUP,"Fiber, total dietary",1079,13.0,The Harris Soup Company,1112634
GARDEN VEGETABLE SOUP,"Vitamin C, total ascorbic acid",1162,35.0,The Harris Soup Company,1112634
GARDEN VEGETABLE SOUP,"Vitamin C, total ascorbic acid",1162,35.0,The Harris Soup Company,1112634
GARDEN VEGETABLE SOUP,"Vitamin A, IU",1104,80.0,The Harris Soup Company,1112634
GARDEN VEGETABLE SOUP,"Vitamin A, IU",1104,80.0,The Harris Soup Company,1112634
"GARDEN VEGETABLE WRAPS, GARDEN VEGETABLE","Vitamin C, total ascorbic acid",1162,20.0,Catallia Mexican Foods LLC,1117911
"GARDEN VEGETABLE WRAPS, GARDEN VEGETABLE","Fiber, total dietary",1079,16.0,Catallia Mexican Foods LLC,1117911
"GARDEN VEGETABLE WRAPS, GARDEN VEGETABLE","Vitamin C, total ascorbic acid",1162,20.0,Catallia Mexican Foods LLC,1117911
"GARDEN VEGETABLE WRAPS, GARDEN VEGETABLE","Fiber, total dietary",1079,16.0,Catallia Mexican Foods LLC,1117911
"GARLIC & HERB FLAVORED PROTEIN CRISPS, GARLIC & HERB","Iron, Fe",1089,15.0,The Daily Record,1131667
"GARLIC & HERB FLAVORED PROTEIN CRISPS, GARLIC & HERB","Iron, Fe",1089,15.0,The Daily Record,1131667
"GARLIC & HERB FLAVORED PROTEIN CRISPS, GARLIC & HERB",Protein,1003,25.0,The Daily Record,1131667
"GARLIC & HERB FLAVORED PROTEIN CRISPS, GARLIC & HERB",Protein,1003,25.0,The Daily Record,1131667
"GARLIC & HERB LIGHTLY BATTERED TILAPIA, GARLIC & HERB",Protein,1003,26.0,Gorton's of Gloucester ,1109385
"GARLIC & HERB LIGHTLY BATTERED TILAPIA, GARLIC & HERB",Protein,1003,26.0,Gorton's of Gloucester ,1109385
"GARLIC & HERB ORGANIC LEGUME RISONI, GARLIC & HERB",Protein,1003,11.0,Glencourt Inc.,1137449
"GARLIC & HERB ORGANIC LEGUME RISONI, GARLIC & HERB",Protein,1003,11.0,Glencourt Inc.,1137449
"GARLIC & HERB ORGANIC LEGUME RISONI, GARLIC & HERB","Fiber, total dietary",1079,12.0,Glencourt Inc.,1137449
"GARLIC & HERB ORGANIC LEGUME RISONI, GARLIC & HERB","Fiber, total dietary",1079,12.0,Glencourt Inc.,1137449
"GARLIC & OLIVE OIL JASMINE RICE, GARLIC & OLIVE OIL","Fiber, total dietary",1079,11.0,Riviana Foods Inc.,1132879
"GARLIC & OLIVE OIL JASMINE RICE, GARLIC & OLIVE OIL","Fiber, total dietary",1079,11.0,Riviana Foods Inc.,1132879
"GARLIC & OLIVE OIL QUINOA, GARLIC & OLIVE OIL","Iron, Fe",1089,20.0,Target Stores,1132233
"GARLIC & OLIVE OIL QUINOA, GARLIC & OLIVE OIL","Iron, Fe",1089,20.0,Target Stores,1132233
"GARLIC & OLIVE OIL QUINOA, GARLIC & OLIVE OIL","Fiber, total dietary",1079,21.0,Target Stores,1132233
"GARLIC & OLIVE OIL QUINOA, GARLIC & OLIVE OIL","Fiber, total dietary",1079,21.0,Target Stores,1132233
"GARLIC & ONION PASTA SAUCE, GARLIC & ONION","Vitamin C, total ascorbic acid",1162,30.0,Del Monte Foods Inc.,1114172
"GARLIC & ONION PASTA SAUCE, GARLIC & ONION","Vitamin C, total ascorbic acid",1162,30.0,Del Monte Foods Inc.,1114172
"GARLIC & ROMANO FLAVORED WITH ITALIAN SAUSAGE SAUCE, GARLIC & ROMANO","Vitamin A, IU",1104,25.0,"Mizkan America, Inc.",1110721
"GARLIC & ROMANO FLAVORED WITH ITALIAN SAUSAGE SAUCE, GARLIC & ROMANO","Vitamin C, total ascorbic acid",1162,35.0,"Mizkan America, Inc.",1110721
"GARLIC & ROMANO FLAVORED WITH ITALIAN SAUSAGE SAUCE, GARLIC & ROMANO","Vitamin C, total ascorbic acid",1162,35.0,"Mizkan America, Inc.",1110721
"GARLIC & ROMANO FLAVORED WITH ITALIAN SAUSAGE SAUCE, GARLIC & ROMANO","Vitamin A, IU",1104,25.0,"Mizkan America, Inc.",1110721
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC","Iron, Fe",1089,80.0,Kalahari Foods LLC,1121071
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC","Iron, Fe",1089,80.0,Kalahari Foods LLC,1121071
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC","Calcium, Ca",1087,40.0,Kalahari Foods LLC,1121071
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC","Calcium, Ca",1087,40.0,Kalahari Foods LLC,1121071
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC",Protein,1003,60.0,Kalahari Foods LLC,1121071
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC",Protein,1003,60.0,Kalahari Foods LLC,1121071
"GARLIC BUTTER NATURAL CATCH GRILLED FILLETS, GARLIC BUTTER",Protein,1003,30.0,Gorton's of Gloucester ,1109740
"GARLIC BUTTER NATURAL CATCH GRILLED FILLETS, GARLIC BUTTER",Protein,1003,30.0,Gorton's of Gloucester ,1109740
"GARLIC FLAVORED 100% WHOLE GRAIN BROWN RICE & QUINOA, GARLIC","Iron, Fe",1089,15.0,The Kroger Co.,1130986
"GARLIC FLAVORED 100% WHOLE GRAIN BROWN RICE & QUINOA, GARLIC","Fiber, total dietary",1079,11.0,The Kroger Co.,1130986
"GARLIC FLAVORED 100% WHOLE GRAIN BROWN RICE & QUINOA, GARLIC","Fiber, total dietary",1079,11.0,The Kroger Co.,1130986
"GARLIC FLAVORED 100% WHOLE GRAIN BROWN RICE & QUINOA, GARLIC","Iron, Fe",1089,15.0,The Kroger Co.,1130986
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB","Fiber, total dietary",1079,20.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB","Iron, Fe",1089,15.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB","Iron, Fe",1089,15.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB",Protein,1003,20.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB",Protein,1003,20.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB A BLEND OF LENTILS, CHICKPEAS, PEAS + RICE, GARLIC HERB","Fiber, total dietary",1079,20.0,"Betterer Foods, Inc.",1125937
"GARLIC HERB ELITE WILD TUNA, GARLIC HERB",Protein,1003,42.0,Safe Catch Inc.,1125099
"GARLIC HERB ELITE WILD TUNA, GARLIC HERB",Protein,1003,42.0,Safe Catch Inc.,1125099
"GARLIC HERB SNACKING MUSHROOMS, GARLIC HERB","Fiber, total dietary",1079,12.0,South Mill Mushroom Sales,1129691
"GARLIC HERB SNACKING MUSHROOMS, GARLIC HERB","Fiber, total dietary",1079,12.0,South Mill Mushroom Sales,1129691
"GARLIC NAAN, GARLIC","Iron, Fe",1089,15.0,Deep Foods Inc.,1126814
"GARLIC NAAN, GARLIC","Iron, Fe",1089,15.0,Deep Foods Inc.,1126814
"GARLIC PARMESAN BAKED SHRIMP, GARLIC PARMESAN","Calcium, Ca",1087,15.0,Gorton's of Gloucester ,1129312
"GARLIC PARMESAN BAKED SHRIMP, GARLIC PARMESAN","Fiber, total dietary",1079,18.0,Gorton's of Gloucester ,1129312
"GARLIC PARMESAN BAKED SHRIMP, GARLIC PARMESAN","Calcium, Ca",1087,15.0,Gorton's of Gloucester ,1129312
"GARLIC PARMESAN BAKED SHRIMP, GARLIC PARMESAN","Fiber, total dietary",1079,18.0,Gorton's of Gloucester ,1129312
"GARLIC PARMESAN FLAVOR PROTEIN PUFFS, GARLIC PARMESAN","Calcium, Ca",1087,25.0,"TPI Marketing, LLC",1133641
"GARLIC PARMESAN FLAVOR PROTEIN PUFFS, GARLIC PARMESAN",Protein,1003,42.0,"TPI Marketing, LLC",1133641
"GARLIC PARMESAN FLAVOR PROTEIN PUFFS, GARLIC PARMESAN",Protein,1003,42.0,"TPI Marketing, LLC",1133641
"GARLIC PARMESAN FLAVOR PROTEIN PUFFS, GARLIC PARMESAN","Calcium, Ca",1087,25.0,"TPI Marketing, LLC",1133641
"GARLIC PARMESAN PROTEIN PUFFS, GARLIC PARMESAN",Protein,1003,42.0,"TPI Marketing, LLC",1133652
"GARLIC PARMESAN PROTEIN PUFFS, GARLIC PARMESAN","Calcium, Ca",1087,25.0,"TPI Marketing, LLC",1133652
"GARLIC PARMESAN PROTEIN PUFFS, GARLIC PARMESAN","Calcium, Ca",1087,25.0,"TPI Marketing, LLC",1133652
"GARLIC PARMESAN PROTEIN PUFFS, GARLIC PARMESAN",Protein,1003,42.0,"TPI Marketing, LLC",1133652
"GARLIC SHRIMP PASTA IN A GARLIC SAUCE WITH SHRIMP, BROCCOLI, CARROTS AND CORN SKILLET MEAL, GARLIC SHRIMP","Fiber, total dietary",1079,11.0,Pinnacle Foods Group LLC,1124278
"GARLIC SHRIMP PASTA IN A GARLIC SAUCE WITH SHRIMP, BROCCOLI, CARROTS AND CORN SKILLET MEAL, GARLIC SHRIMP","Fiber, total dietary",1079,11.0,Pinnacle Foods Group LLC,1124278
"GARLIC SMOKED SAUSAGE, GARLIC","Vitamin C, total ascorbic acid",1162,15.0,Bryant's Meats Inc.,1134045
"GARLIC SMOKED SAUSAGE, GARLIC","Vitamin C, total ascorbic acid",1162,15.0,Bryant's Meats Inc.,1134045
GEMSTONE POTATOES,"Fiber, total dietary",1079,11.0,Nash Finch Company,1127548
GEMSTONE POTATOES,"Fiber, total dietary",1079,11.0,Nash Finch Company,1127548
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Vitamin A, IU",1104,20.0,"Kahiki Foods, Inc.",1109998
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Vitamin C, total ascorbic acid",1162,30.0,"Kahiki Foods, Inc.",1109998
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Vitamin C, total ascorbic acid",1162,30.0,"Kahiki Foods, Inc.",1109998
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Iron, Fe",1089,15.0,"Kahiki Foods, Inc.",1109998
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Iron, Fe",1089,15.0,"Kahiki Foods, Inc.",1109998
"GENERAL TSO'S CHICKEN TEMPURA WHITE MEAT CHICKEN, STEAMED WHITE RICE, BROCCOLI AND CARROTS WITH A ZESTY ASIAN-STYLE SAUCE, GENERAL TSO'S","Vitamin A, IU",1104,20.0,"Kahiki Foods, Inc.",1109998
GENERAL TSO'S TOFU,"Vitamin C, total ascorbic acid",1162,100.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Fiber, total dietary",1079,16.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Fiber, total dietary",1079,16.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Iron, Fe",1089,15.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Iron, Fe",1089,15.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Vitamin A, IU",1104,40.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Vitamin A, IU",1104,40.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Calcium, Ca",1087,15.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Calcium, Ca",1087,15.0,Sweet Earth Natural Foods,1114342
GENERAL TSO'S TOFU,"Vitamin C, total ascorbic acid",1162,100.0,Sweet Earth Natural Foods,1114342
"GENIUNE BAVARIAN, ORGANIC WHOLE RYE BREAD, RYE, RYE","Fiber, total dietary",1079,18.0,"Masterfoods Specialties, Inc.",1106465
"GENIUNE BAVARIAN, ORGANIC WHOLE RYE BREAD, RYE, RYE","Fiber, total dietary",1079,18.0,"Masterfoods Specialties, Inc.",1106465
"GEORGE J. HOWE COMPANY, RAW ALMONDS","Fiber, total dietary",1079,16.0,George J. Howe Company,1110951
"GEORGE J. HOWE COMPANY, RAW ALMONDS","Fiber, total dietary",1079,16.0,George J. Howe Company,1110951
"GIANT CINNAMON ROLLS WITH CREAM CHEESE FROSTING, CREAM CHEESE FROSTING","Iron, Fe",1089,20.0,Rhodes International Inc.,1110096
"GIANT CINNAMON ROLLS WITH CREAM CHEESE FROSTING, CREAM CHEESE FROSTING","Iron, Fe",1089,20.0,Rhodes International Inc.,1110096
GIANT PERUVIAN LIMA BEANS,"Iron, Fe",1089,15.0,Woodland Foods,1131261
GIANT PERUVIAN LIMA BEANS,"Fiber, total dietary",1079,25.0,Woodland Foods,1131261
GIANT PERUVIAN LIMA BEANS,"Fiber, total dietary",1079,25.0,Woodland Foods,1131261
GIANT PERUVIAN LIMA BEANS,"Iron, Fe",1089,15.0,Woodland Foods,1131261
"GINGER GOLD SPICY & CRISP APPLES, GINGER GOLD SPICY & CRISP","Fiber, total dietary",1079,14.0,"Wegmans Food Markets, Inc. ",1127893
"GINGER GOLD SPICY & CRISP APPLES, GINGER GOLD SPICY & CRISP","Fiber, total dietary",1079,14.0,"Wegmans Food Markets, Inc. ",1127893
"GINGER LEMON SPARKLING TONIC, GINGER LEMON","Fiber, total dietary",1079,36.0,Olipop,1124927
"GINGER LEMON SPARKLING TONIC, GINGER LEMON","Fiber, total dietary",1079,36.0,Olipop,1124927
"GINGER LOVE COLD-PRESSED FRUIT JUICE DRINK, GINGER LOVE","Vitamin C, total ascorbic acid",1162,25.0,"Suja Life, LLC",1120128
"GINGER LOVE COLD-PRESSED FRUIT JUICE DRINK, GINGER LOVE","Vitamin C, total ascorbic acid",1162,25.0,"Suja Life, LLC",1120128
"GINGER LOVE FRUIT JUICE DRINK, GINGER LOVE","Vitamin C, total ascorbic acid",1162,20.0,"Suja Life, LLC",1118139
"GINGER LOVE FRUIT JUICE DRINK, GINGER LOVE","Vitamin C, total ascorbic acid",1162,20.0,"Suja Life, LLC",1118139
"GLOW CUCUMBER, CELERY, LEMON, SPINACH, E3LIVE, KALE, PARSLEY ORGANIC COLD-PRESSED JUICE, GLOW","Vitamin C, total ascorbic acid",1162,50.0,Urban Remedy,1127960
"GLOW CUCUMBER, CELERY, LEMON, SPINACH, E3LIVE, KALE, PARSLEY ORGANIC COLD-PRESSED JUICE, GLOW","Vitamin A, IU",1104,40.0,Urban Remedy,1127960
"GLOW CUCUMBER, CELERY, LEMON, SPINACH, E3LIVE, KALE, PARSLEY ORGANIC COLD-PRESSED JUICE, GLOW","Vitamin A, IU",1104,40.0,Urban Remedy,1127960
"GLOW CUCUMBER, CELERY, LEMON, SPINACH, E3LIVE, KALE, PARSLEY ORGANIC COLD-PRESSED JUICE, GLOW","Vitamin C, total ascorbic acid",1162,50.0,Urban Remedy,1127960
"GLUTEN - FREE CHUNKY CHOCOLATE CHIP FLAX MUFFINS, CHUNKY CHOCOLATE CHIP","Calcium, Ca",1087,15.0,Reese Hydro - Farms,1106742
"GLUTEN - FREE CHUNKY CHOCOLATE CHIP FLAX MUFFINS, CHUNKY CHOCOLATE CHIP","Calcium, Ca",1087,15.0,Reese Hydro - Farms,1106742
"GLUTEN - FREE CHUNKY CHOCOLATE CHIP FLAX MUFFINS, CHUNKY CHOCOLATE CHIP","Fiber, total dietary",1079,20.0,Reese Hydro - Farms,1106742
